bandwidth,latency,packet_loss,uptime,label
39.09,104.22,4.36,98.33,gangguan
10.76,235.71,10.63,90.02,gangguan
104.75,59.55,0.09,98.89,normal
8.97,181.28,1.29,98.86,gangguan
81.36,32.57,0.58,99.91,normal
108.66,143.25,4.55,96.96,gangguan
71.03,10.88,0.65,99.68,normal
93.86,247.58,2.27,98.77,gangguan
24.55,164.21,5.6,96.96,gangguan
66.97,34.43,0.21,99.56,normal
88.07,17.95,0.21,99.55,normal
79.86,21.79,0.47,99.2,normal
78.2,170.88,1.17,98.86,gangguan
99.43,5.33,0.76,98.95,normal
65.58,42.56,0.07,99.24,normal
105.5,19.92,0.42,99.32,normal
131.81,28.11,0.72,99.7,normal
100.68,53.81,1.05,99.15,normal
124.87,40.53,1.15,99.11,normal
74.59,28.32,1.18,99.81,normal
106.9,46.68,0.31,99.33,normal
85.98,35.73,0.16,99.66,normal
118.34,183.57,0.09,98.61,gangguan
46.84,151.11,0.46,98.33,gangguan
30.6,23.84,0.93,99.57,normal
137.51,38.73,0.71,99.15,normal
60.87,20.63,1.15,98.65,normal
74.97,28.78,0.99,99.21,normal
110.3,56.49,0.93,99.37,normal
133.03,49.8,0.26,99.17,normal
36.66,25.59,0.24,99.76,normal
104.28,41.51,1.03,99.8,normal
105.67,55.57,0.23,98.79,normal
102.48,29.66,0.73,98.59,normal
147.92,8.5,0.91,99.56,normal
71.78,38.34,1.01,99.69,normal
129.77,49.25,0.44,99.96,normal
85.46,23.4,1.16,99.62,normal
114.93,4.44,0.79,99.56,normal
140.41,24.68,0.18,99.76,normal
118.19,7.58,0.6,98.99,normal
143.9,28.07,0.45,99.11,normal
129.75,40.0,0.58,98.84,normal
6.54,198.29,5.81,90.88,gangguan
103.25,24.84,1.02,99.76,normal
80.37,24.96,1.13,99.08,normal
30.48,203.15,3.67,98.08,gangguan
52.51,9.84,0.55,98.67,normal
23.15,192.66,8.48,93.59,gangguan
27.84,86.91,1.32,97.69,gangguan
91.45,48.14,1.0,98.91,normal
137.45,47.16,0.34,99.0,normal
51.53,29.98,0.71,99.45,normal
95.06,16.27,1.09,98.99,normal
93.68,33.0,0.7,98.9,normal
122.51,32.91,0.44,98.57,normal
26.98,116.99,3.1,98.37,gangguan
33.49,24.3,1.18,99.43,normal
47.06,26.19,0.96,99.54,normal
48.16,24.52,0.7,98.92,normal
149.12,41.87,0.86,98.53,normal
80.75,39.62,0.12,98.9,normal
14.96,176.5,3.61,98.63,gangguan
34.64,139.57,2.19,97.27,gangguan
87.04,14.54,1.19,99.59,normal
87.16,13.78,0.41,99.94,normal
91.94,9.44,0.54,99.04,normal
55.71,61.26,0.87,99.86,normal
105.92,34.42,1.08,99.82,normal
56.19,28.92,0.54,98.75,normal
92.51,18.25,0.15,99.0,normal
139.01,48.21,0.2,98.58,normal
48.9,24.96,0.11,99.65,normal
109.33,35.14,0.95,99.05,normal
32.16,10.12,0.84,99.72,normal
59.17,39.21,0.66,99.82,normal
146.71,51.19,0.4,98.59,normal
41.76,20.16,0.28,99.58,normal
55.6,27.12,0.06,99.95,normal
79.19,42.75,0.63,98.66,normal
110.28,7.58,0.89,98.66,normal
26.08,121.93,1.8,97.86,gangguan
81.7,42.44,1.15,99.84,normal
76.7,55.52,0.4,99.42,normal
48.65,54.58,0.91,99.41,normal
39.47,42.15,1.02,99.49,normal
18.34,110.62,4.3,98.42,gangguan
11.66,121.79,1.62,98.99,gangguan
12.91,203.71,6.35,94.41,gangguan
13.6,305.26,9.19,92.83,gangguan
59.14,47.03,0,98.64,normal
55.52,237.62,1.67,96.57,gangguan
87.55,19.27,0.02,98.59,normal
4.66,182.65,9.74,92.92,gangguan
5.97,172.39,1.15,98.31,gangguan
23.78,170.29,1.99,97.83,gangguan
39.74,106.0,1.68,97.39,gangguan
16.8,190.5,3.27,98.95,gangguan
58.48,26.83,0.09,98.69,normal
92.32,15.32,0.06,98.84,normal
133.02,39.98,0.32,98.58,normal
66.14,15.15,0.82,98.57,normal
103.87,41.05,0.75,99.74,normal
109.09,10.07,1.15,99.81,normal
144.0,26.11,1.0,98.81,normal
43.28,15.51,0.17,99.63,normal
120.36,10.77,0.63,99.43,normal
126.77,13.04,0.35,98.93,normal
40.62,34.52,0.27,98.66,normal
73.95,40.35,0.13,99.39,normal
135.96,42.88,0.67,99.27,normal
36.75,39.37,0.75,99.56,normal
79.85,27.28,0.61,99.54,normal
36.51,41.15,0.7,98.92,normal
128.04,47.49,0.87,99.31,normal
110.31,17.48,1.06,98.59,normal
17.94,275.62,6.58,90.79,gangguan
41.63,19.94,0.86,99.6,normal
84.65,43.14,0.98,99.38,normal
49.4,44.92,0.36,99.57,normal
79.65,15.61,0.79,99.55,normal
120.52,17.92,0,98.9,normal
123.5,45.16,0.12,99.81,normal
122.46,45.44,0.05,98.93,normal
134.27,25.07,0,98.97,normal
48.56,45.29,0.4,98.87,normal
51.03,53.81,0.29,99.43,normal
59.97,43.18,0.64,99.98,normal
11.35,113.65,3.3,98.35,gangguan
41.76,9.28,0.03,99.51,normal
24.03,370.09,17.14,90.84,gangguan
49.13,7.93,0.5,99.33,normal
129.86,30.06,1.06,99.53,normal
83.87,52.41,0.57,98.85,normal
113.83,263.49,0.3,98.27,gangguan
25.67,198.2,1.45,98.87,gangguan
65.4,9.85,0.72,99.91,normal
22.76,206.96,7.19,91.22,gangguan
86.07,22.48,0.91,99.9,normal
19.8,271.8,12.13,96.98,gangguan
5.25,205.02,9.61,90.12,gangguan
5.19,126.4,1.88,97.4,gangguan
33.14,30.16,0.31,98.95,normal
146.24,49.55,0.36,99.36,normal
83.53,7.31,0.76,99.81,normal
63.49,49.12,0.91,99.72,normal
69.55,42.44,0.12,99.49,normal
138.34,37.51,1.1,99.27,normal
37.41,13.43,1.02,99.58,normal
111.6,31.01,0,99.77,normal
51.24,46.65,0.53,98.53,normal
100.16,42.9,1.1,98.87,normal
112.38,5.64,0.76,99.47,normal
81.09,48.43,0.52,99.15,normal
55.64,32.98,1.09,99.76,normal
99.6,31.33,0.41,98.59,normal
56.8,11.92,1.07,99.55,normal
15.55,285.8,6.45,96.06,gangguan
77.36,22.2,0.48,99.58,normal
40.65,206.51,0.93,97.86,gangguan
149.17,56.91,0.61,99.63,normal
29.35,165.99,1.17,97.61,gangguan
96.59,34.39,0.09,99.28,normal
22.12,281.02,18.04,95.73,gangguan
89.68,32.38,1.0,99.01,normal
90.1,16.15,0.97,99.17,normal
133.02,7.42,0.3,99.48,normal
23.75,255.47,13.42,90.62,gangguan
39.1,53.09,0.21,98.54,normal
75.46,60.43,1.06,98.98,normal
130.22,28.13,0.93,99.14,normal
12.58,266.88,13.44,91.32,gangguan
85.69,29.07,0.79,99.14,normal
87.26,52.63,1.26,99.62,normal
59.28,3.99,0.43,99.69,normal
20.7,269.13,13.5,94.05,gangguan
49.88,48.67,0.8,99.25,normal
86.53,34.52,0.95,99.44,normal
80.88,19.01,0.97,98.55,normal
45.94,23.41,0.55,99.51,normal
119.46,30.79,0.75,99.45,normal
81.17,35.23,0.81,98.73,normal
122.06,44.96,0.68,98.88,normal
64.98,31.18,0.94,99.18,normal
115.95,18.68,0.55,99.53,normal
100.87,21.17,0.67,98.87,normal
33.45,38.94,0.09,98.68,normal
72.29,54.95,0.75,99.93,normal
68.38,33.61,0.04,99.2,normal
39.84,155.03,3.15,97.5,gangguan
87.51,9.91,0.39,98.78,normal
98.69,37.36,0.33,98.99,normal
30.04,6.45,0.63,98.98,normal
69.83,14.63,0.82,99.25,normal
76.41,280.06,3.86,97.11,gangguan
8.06,243.45,9.38,91.73,gangguan
73.5,10.44,0.68,99.82,normal
130.18,39.41,1.06,99.95,normal
91.48,22.36,0.17,99.22,normal
104.67,27.42,0,99.45,normal
83.26,20.5,0.22,98.83,normal
104.86,25.56,0.75,99.08,normal
77.01,20.59,0.17,98.74,normal
60.88,60.89,0.91,99.35,normal
141.19,30.84,0.37,99.36,normal
148.17,38.02,0.15,99.84,normal
26.1,179.68,2.73,98.37,gangguan
9.04,195.54,8.95,94.99,gangguan
145.98,26.02,0.69,99.73,normal
88.88,36.25,0.29,98.91,normal
90.44,11.75,0.79,99.52,normal
84.63,10.4,0.59,99.26,normal
109.18,43.31,0.33,99.49,normal
125.94,47.58,0.2,99.01,normal
106.84,12.49,0.65,98.91,normal
90.6,225.76,2.68,98.06,gangguan
133.4,21.26,0.24,99.93,normal
86.35,30.39,0.46,99.95,normal
25.81,86.32,3.5,97.55,gangguan
139.57,25.03,0.37,99.48,normal
144.19,43.73,0.41,99.28,normal
105.5,29.59,0.01,98.69,normal
95.27,245.89,1.01,98.87,gangguan
26.95,163.96,13.92,93.7,gangguan
149.08,48.17,1.15,99.57,normal
45.48,229.18,0.64,98.59,gangguan
148.06,56.36,0.2,99.73,normal
123.93,22.8,0.96,99.06,normal
57.33,43.66,0.48,99.46,normal
124.61,11.86,0.79,99.86,normal
41.08,28.69,1.02,98.61,normal
42.56,46.4,0.53,98.96,normal
88.82,39.82,0.73,99.1,normal
20.51,145.34,3.21,97.43,gangguan
109.15,43.17,0.02,98.66,normal
73.73,56.95,1.14,99.02,normal
74.9,52.19,1.24,99.97,normal
66.3,45.0,0.4,99.92,normal
26.69,240.18,16.43,94.72,gangguan
43.21,248.73,0.78,96.52,gangguan
56.6,233.68,1.44,97.82,gangguan
117.18,56.42,1.06,99.57,normal
81.28,51.82,1.05,99.87,normal
34.67,34.92,0.68,99.66,normal
16.45,257.37,14.4,95.09,gangguan
92.23,46.07,0.42,99.74,normal
98.23,29.8,0.99,98.86,normal
3.64,225.24,13.59,90.81,gangguan
60.58,22.98,0.26,99.68,normal
35.79,14.31,0.08,98.84,normal
91.63,20.14,0.42,99.41,normal
108.82,24.77,0.8,99.49,normal
63.05,5.94,0.86,99.9,normal
11.52,300.89,16.72,93.45,gangguan
92.03,43.42,0.3,99.12,normal
138.35,54.49,0.72,98.98,normal
85.79,16.75,0.51,98.51,normal
31.05,44.6,0.45,98.62,normal
32.34,54.09,0.66,99.25,normal
47.22,4.34,1.04,98.77,normal
29.57,203.32,4.22,97.19,gangguan
96.24,26.55,0.39,98.63,normal
6.99,279.92,8.55,92.88,gangguan
38.72,46.85,0.17,99.5,normal
39.63,55.43,1.04,99.15,normal
115.94,20.71,0.21,99.72,normal
83.96,13.39,1.03,98.93,normal
131.3,46.62,0.4,99.84,normal
135.09,34.91,0.88,99.22,normal
86.93,44.76,0.91,98.65,normal
85.61,39.96,0.6,99.97,normal
98.44,40.1,0.77,99.67,normal
78.38,22.58,0.25,99.89,normal
98.2,215.48,0.87,96.15,gangguan
97.94,20.49,0.53,98.81,normal
15.97,208.04,2.26,98.62,gangguan
139.15,13.92,0.51,98.65,normal
69.33,45.72,0.26,98.78,normal
90.59,216.78,3.88,96.68,gangguan
69.44,7.25,0.26,99.94,normal
111.33,29.3,0.83,99.59,normal
129.41,42.01,0.49,98.84,normal
13.6,225.33,14.86,92.0,gangguan
5.44,197.33,7.35,93.73,gangguan
68.17,48.45,0.76,98.78,normal
138.17,21.75,0.89,99.55,normal
84.36,26.44,0.81,99.93,normal
50.97,51.05,0,99.11,normal
50.91,8.27,0.4,99.99,normal
126.12,49.45,0.94,99.98,normal
99.74,51.43,0.59,99.17,normal
33.16,212.99,4.48,97.54,gangguan
49.57,29.96,0.62,99.79,normal
56.78,39.52,0.47,99.96,normal
32.8,7.54,0.62,99.22,normal
24.57,155.93,1.92,97.23,gangguan
36.19,13.96,0.12,99.16,normal
48.08,60.9,0.04,98.95,normal
11.88,265.18,10.9,95.1,gangguan
22.9,159.33,3.33,98.29,gangguan
52.52,39.73,0.9,99.51,normal
101.59,18.46,0.64,99.24,normal
134.7,53.24,1.11,98.75,normal
61.71,30.78,0.91,100.0,normal
63.45,14.93,0.39,98.57,normal
76.11,9.88,0.22,98.59,normal
44.2,46.75,1.03,98.69,normal
26.17,200.51,14.28,95.07,gangguan
56.42,57.58,0.52,99.34,normal
37.62,50.66,1.19,98.74,normal
106.45,50.71,0.81,99.91,normal
18.48,185.52,3.3,98.67,gangguan
112.52,49.43,0,99.03,normal
54.43,50.07,0.34,98.92,normal
60.19,41.55,0,99.18,normal
144.37,46.39,0.35,99.26,normal
48.03,23.33,0.14,99.53,normal
121.99,17.68,1.17,99.77,normal
12.15,81.79,4.14,97.24,gangguan
81.1,42.36,0.64,98.75,normal
94.89,21.8,1.15,99.9,normal
28.59,171.82,2.04,98.46,gangguan
58.43,24.59,0.22,99.36,normal
90.55,19.38,0.21,98.62,normal
123.78,17.34,0.56,99.49,normal
74.99,149.02,1.33,97.98,gangguan
92.8,6.49,0.25,98.97,normal
120.41,39.04,0.25,99.38,normal
78.03,27.93,0.78,99.02,normal
59.79,11.91,0.53,99.06,normal
83.72,41.49,0.68,98.94,normal
122.36,29.54,0.38,99.27,normal
80.04,41.2,0.48,98.75,normal
132.98,30.98,0.78,99.3,normal
28.69,153.37,2.02,98.67,gangguan
80.26,39.85,0.93,100.0,normal
139.17,27.04,0.05,99.34,normal
97.71,52.63,0.39,98.81,normal
12.82,367.31,17.28,94.94,gangguan
45.95,25.78,0.69,98.56,normal
84.57,20.01,1.01,99.4,normal
70.58,45.48,0.19,98.63,normal
42.41,33.87,0,99.81,normal
23.49,314.46,7.48,96.2,gangguan
62.24,4.46,0.21,99.78,normal
106.04,48.4,1.1,99.5,normal
75.83,34.51,0.02,98.68,normal
25.36,169.68,14.46,92.03,gangguan
81.82,47.85,0.82,98.92,normal
116.36,19.29,0.07,98.62,normal
43.61,7.98,1.21,99.71,normal
10.98,261.1,9.87,95.03,gangguan
105.34,19.32,0.29,99.18,normal
53.71,27.46,0.73,98.88,normal
105.78,11.14,0.21,99.44,normal
12.5,229.78,10.73,94.56,gangguan
107.9,11.94,0.67,99.4,normal
22.81,149.88,3.86,98.45,gangguan
111.91,53.99,0.45,99.66,normal
24.12,158.07,2.28,97.36,gangguan
54.55,41.42,0.75,98.78,normal
147.58,32.95,0.51,99.51,normal
144.14,16.01,0.53,99.32,normal
4.11,156.76,8.01,93.79,gangguan
109.86,25.65,0.37,99.08,normal
118.81,32.52,0.05,98.73,normal
28.12,116.3,2.35,98.82,gangguan
87.46,22.02,0.78,99.34,normal
119.67,17.67,0.75,98.98,normal
12.16,173.45,4.8,94.72,gangguan
117.08,20.76,0.07,99.25,normal
76.22,284.82,3.26,97.54,gangguan
124.51,35.13,0.85,99.07,normal
119.04,39.97,0.37,99.68,normal
31.28,101.12,3.4,97.94,gangguan
24.98,259.56,9.51,97.62,gangguan
42.18,3.05,0.73,99.41,normal
83.62,21.37,0.91,99.68,normal
94.35,53.79,1.19,99.42,normal
45.5,9.49,0.81,98.76,normal
14.02,293.49,9.71,97.74,gangguan
9.07,202.01,4.18,97.75,gangguan
116.32,31.49,0.41,99.94,normal
136.45,29.3,0.64,99.73,normal
145.56,31.52,0.63,99.5,normal
116.19,35.39,0.59,99.82,normal
17.11,177.35,1.81,97.62,gangguan
58.67,23.49,0.05,99.7,normal
36.43,84.62,2.43,97.42,gangguan
97.2,46.44,0.94,99.86,normal
6.42,223.47,7.83,95.85,gangguan
103.05,52.68,0.88,99.64,normal
25.46,190.25,4.81,93.51,gangguan
139.41,58.64,0.32,98.79,normal
4.91,263.68,13.93,91.13,gangguan
32.0,41.05,1.18,98.97,normal
118.02,49.39,0.18,99.37,normal
126.7,10.35,0.73,99.05,normal
77.88,41.44,0.76,98.99,normal
24.32,100.95,2.37,98.5,gangguan
37.47,54.19,0.4,98.64,normal
60.46,9.52,0.97,99.14,normal
65.9,24.87,0.65,99.39,normal
36.5,155.73,4.18,97.92,gangguan
68.59,41.94,1.15,99.64,normal
109.77,33.52,0.09,99.35,normal
12.39,209.54,1.81,98.02,gangguan
87.98,30.03,0.75,98.56,normal
144.06,32.94,0.71,99.7,normal
31.61,8.13,0.09,98.77,normal
10.06,84.77,4.04,98.69,gangguan
29.12,101.56,3.67,97.59,gangguan
93.02,35.67,0.91,99.25,normal
93.76,38.54,0.16,99.85,normal
58.37,31.26,0.66,99.37,normal
2.61,246.14,4.45,94.21,gangguan
124.07,28.16,1.16,99.55,normal
63.2,39.05,0.31,98.66,normal
82.3,25.98,0.91,98.79,normal
61.81,22.57,0.01,99.48,normal
50.05,29.07,0.28,99.91,normal
56.25,46.83,0.01,99.79,normal
15.58,210.78,3.86,98.09,gangguan
4.98,222.45,11.59,92.6,gangguan
9.81,307.6,8.56,90.98,gangguan
42.72,42.42,0.22,99.05,normal
80.9,23.59,0.82,98.86,normal
43.51,273.01,0.18,98.13,gangguan
39.56,164.96,3.57,97.78,gangguan
83.85,16.55,0.46,99.26,normal
95.64,28.74,0.87,98.58,normal
106.49,8.17,0.59,99.95,normal
55.45,12.51,1.01,99.75,normal
82.12,267.32,1.25,96.13,gangguan
36.1,38.34,0.69,99.15,normal
16.02,314.8,15.57,93.82,gangguan
39.98,14.83,0.87,99.7,normal
136.38,43.62,0.67,99.63,normal
83.24,47.26,0.32,99.22,normal
72.5,34.23,0.54,99.7,normal
105.59,293.37,0.85,99.43,gangguan
85.57,12.2,1.07,99.06,normal
123.24,48.03,0.59,99.93,normal
133.14,10.04,0.42,98.77,normal
90.64,22.91,0.91,99.5,normal
23.27,210.98,2.51,97.31,gangguan
3.15,241.81,14.26,91.46,gangguan
50.24,13.1,1.22,98.68,normal
79.88,169.87,3.08,96.41,gangguan
101.94,42.39,0.07,99.31,normal
52.49,32.9,0.45,98.72,normal
40.11,56.08,0.09,99.92,normal
25.66,141.25,3.49,98.2,gangguan
99.01,15.99,1.03,99.07,normal
22.99,333.88,18.25,95.76,gangguan
28.57,224.83,8.16,97.27,gangguan
36.54,178.37,4.29,97.12,gangguan
141.76,43.16,0.41,99.44,normal
57.69,35.78,0.92,99.2,normal
139.12,37.91,0,99.58,normal
52.79,44.39,0.39,99.8,normal
79.58,60.52,0.01,99.03,normal
6.74,166.03,1.34,97.32,gangguan
107.01,297.79,2.43,98.58,gangguan
7.89,284.9,4.08,92.46,gangguan
85.2,31.94,0.76,99.0,normal
72.49,39.35,0.5,99.33,normal
24.33,194.61,9.54,96.04,gangguan
5.1,211.78,2.23,97.21,gangguan
38.46,48.71,0.19,99.37,normal
143.0,13.09,0.76,99.46,normal
79.3,15.43,0.87,99.55,normal
96.87,53.06,0.57,99.48,normal
21.45,192.83,12.26,95.32,gangguan
52.51,14.53,0.36,99.25,normal
68.09,48.65,0.74,99.15,normal
98.71,39.33,0,99.43,normal
140.0,35.56,1.12,99.81,normal
13.29,172.55,1.8,98.58,gangguan
23.53,252.88,2.45,97.18,gangguan
87.45,17.01,0.64,99.2,normal
71.23,52.14,0.71,99.3,normal
147.93,24.44,0.74,99.02,normal
147.45,44.3,1.09,99.29,normal
62.95,197.19,2.91,99.08,gangguan
111.65,52.31,0.09,98.72,normal
41.8,47.5,0.73,99.69,normal
27.16,292.68,13.88,96.15,gangguan
25.55,293.03,9.38,93.17,gangguan
74.67,33.3,0.14,99.01,normal
3.4,288.47,8.07,94.26,gangguan
27.71,300.74,14.41,93.39,gangguan
11.33,157.26,9.38,90.75,gangguan
34.94,51.69,0.31,99.84,normal
109.05,53.17,0.04,98.9,normal
94.81,10.73,0.58,98.55,normal
4.9,231.98,14.96,93.79,gangguan
53.77,23.68,0.78,99.29,normal
73.63,9.46,0.12,98.85,normal
118.7,49.46,1.06,99.35,normal
61.67,29.57,0.75,99.89,normal
65.23,42.42,0.69,99.05,normal
11.58,274.92,16.21,94.81,gangguan
32.2,30.73,0.02,99.19,normal
115.67,31.06,0.79,99.47,normal
134.9,36.07,0.37,99.14,normal
48.51,40.71,0.44,99.73,normal
139.56,17.28,0.24,98.5,normal
105.7,58.7,0.73,99.49,normal
83.47,44.71,0.99,99.25,normal
146.35,60.89,1.05,99.76,normal
22.18,212.04,1.42,97.52,gangguan
146.96,14.48,1.05,99.17,normal
127.28,37.07,0.44,99.17,normal
141.36,21.82,0.35,99.48,normal
16.06,245.19,8.53,91.21,gangguan
111.42,55.68,0.7,99.94,normal
146.97,30.49,0.26,99.92,normal
119.56,131.97,2.91,99.23,gangguan
41.94,27.61,0.17,99.19,normal
84.8,29.07,0.54,99.92,normal
40.22,19.9,1.04,99.48,normal
148.86,48.48,0.76,99.19,normal
19.33,291.5,10.04,94.68,gangguan
113.75,22.72,0.39,99.12,normal
6.16,133.08,2.22,98.32,gangguan
135.25,51.89,1.1,99.03,normal
90.54,37.24,0.67,99.68,normal
119.42,5.37,0.92,98.87,normal
48.17,18.21,0.27,99.72,normal
82.32,13.02,0.15,99.03,normal
43.62,2.42,0.75,99.79,normal
79.3,17.83,0.98,98.91,normal
82.95,48.66,0.92,98.55,normal
103.7,55.99,1.15,99.03,normal
25.36,183.77,3.59,98.1,gangguan
15.95,210.65,1.94,98.44,gangguan
111.06,25.62,0.43,98.65,normal
39.27,26.61,0.1,99.24,normal
22.52,314.79,10.56,91.87,gangguan
37.97,37.01,0.86,99.55,normal
146.48,48.16,0.48,98.65,normal
70.03,11.32,0.63,99.19,normal
12.82,178.29,1.3,97.4,gangguan
61.78,35.94,1.09,99.71,normal
37.29,30.99,0.04,99.34,normal
52.55,16.63,0.57,99.88,normal
129.59,21.82,0.4,99.22,normal
17.28,219.65,4.04,97.55,gangguan
145.34,9.34,0.67,99.78,normal
15.48,156.3,2.32,97.63,gangguan
111.38,233.02,0.14,97.54,gangguan
1.27,171.42,5.08,97.28,gangguan
124.75,33.73,0.72,98.54,normal
86.52,259.22,3.11,96.79,gangguan
99.14,27.67,1.03,98.52,normal
65.47,268.25,1.97,99.42,gangguan
144.21,29.8,0.66,99.26,normal
133.67,48.92,1.16,99.12,normal
121.37,24.37,0.39,98.57,normal
58.36,44.56,0.94,99.41,normal
21.3,105.48,1.99,97.5,gangguan
73.36,24.27,0.68,99.04,normal
133.63,37.93,0.34,98.95,normal
58.22,39.69,1.14,99.48,normal
34.38,40.39,0.34,99.7,normal
113.4,27.58,0.49,99.82,normal
118.46,28.87,1.17,99.76,normal
26.59,318.49,12.34,93.94,gangguan
16.93,280.69,11.82,93.52,gangguan
131.63,18.96,1.05,99.14,normal
79.21,48.28,0.68,99.97,normal
112.79,238.73,1.47,98.35,gangguan
134.81,44.88,1.18,98.76,normal
73.38,281.74,1.37,99.19,gangguan
27.32,219.25,11.95,94.6,gangguan
23.6,118.57,2.75,97.01,gangguan
126.43,24.17,0.77,98.59,normal
141.04,23.33,0.81,99.92,normal
11.97,209.76,11.43,96.92,gangguan
7.77,209.23,1.21,98.42,gangguan
146.24,52.06,0.15,98.64,normal
70.72,15.56,0.77,99.93,normal
113.92,51.2,0.31,99.8,normal
84.09,41.98,0.44,99.08,normal
123.97,41.17,0.46,99.75,normal
136.41,22.12,0.66,98.61,normal
121.72,15.48,1.11,98.54,normal
39.47,128.01,1.74,98.68,gangguan
112.11,43.82,0.08,98.59,normal
124.42,58.59,0.13,99.28,normal
24.15,162.77,13.88,93.16,gangguan
29.57,249.79,13.08,94.22,gangguan
141.89,31.54,0,98.92,normal
118.28,17.28,0.1,99.8,normal
43.55,7.35,0.59,99.28,normal
41.0,37.66,1.1,99.21,normal
51.06,28.12,1.04,98.57,normal
112.29,37.11,0.29,99.68,normal
85.5,42.2,0.17,99.89,normal
65.67,52.72,0.81,99.52,normal
73.84,20.96,0.14,99.81,normal
114.84,149.41,1.57,97.15,gangguan
86.79,40.94,0,99.62,normal
88.05,46.27,0.84,99.1,normal
23.69,275.62,13.42,96.58,gangguan
78.55,24.73,1.07,98.56,normal
39.81,7.37,0.25,98.76,normal
83.18,41.84,0.72,99.81,normal
107.03,268.96,1.09,97.79,gangguan
139.21,9.34,0.99,99.12,normal
75.22,15.25,0.81,99.1,normal
142.26,16.37,0.33,99.63,normal
38.14,31.25,0.91,99.79,normal
100.7,47.26,0.63,99.55,normal
39.33,168.08,0.88,97.25,gangguan
111.45,40.64,1.21,99.48,normal
146.62,45.05,0.51,98.59,normal
129.29,8.56,0.49,99.41,normal
56.5,7.8,1.05,99.5,normal
14.45,217.15,19.09,93.54,gangguan
85.32,30.27,0.89,99.87,normal
98.0,21.54,0.57,99.01,normal
140.34,50.45,1.1,99.17,normal
79.48,52.9,0.09,98.61,normal
104.71,36.49,0.94,99.11,normal
45.46,8.78,0.65,98.85,normal
86.92,7.78,0.13,98.81,normal
27.69,189.9,2.92,98.06,gangguan
122.79,15.35,1.03,98.65,normal
49.06,27.56,0.7,99.21,normal
93.97,26.07,0.38,99.73,normal
146.58,14.57,1.22,98.67,normal
73.09,46.82,0.13,99.25,normal
60.67,283.07,0.89,97.41,gangguan
78.75,47.71,0.54,98.99,normal
2.31,252.43,17.81,96.65,gangguan
111.01,41.27,1.09,99.73,normal
111.21,12.39,0.15,99.11,normal
32.46,163.2,3.45,98.06,gangguan
128.69,58.92,0.63,98.74,normal
144.34,12.03,0.57,98.8,normal
89.72,203.52,2.63,96.49,gangguan
71.48,10.95,1.15,98.62,normal
15.71,140.21,2.35,97.09,gangguan
65.31,58.08,0.87,99.62,normal
27.27,137.47,2.54,98.7,gangguan
44.96,6.57,0.88,98.96,normal
17.33,201.95,2.85,98.48,gangguan
44.98,57.15,0.66,99.2,normal
33.96,247.67,2.13,97.4,gangguan
65.33,27.7,0.47,99.08,normal
65.93,52.87,1.1,99.8,normal
26.37,188.55,14.55,96.08,gangguan
33.14,50.16,0.52,98.61,normal
41.27,21.13,0,98.95,normal
1.18,285.98,7.45,91.12,gangguan
40.0,57.26,0.91,98.5,normal
75.06,17.62,0.86,99.08,normal
124.29,46.65,0.44,98.91,normal
74.0,17.51,0.78,98.94,normal
81.05,30.84,0.9,99.47,normal
140.53,27.64,1.0,99.23,normal
56.81,19.89,0.91,99.33,normal
6.99,233.71,13.23,97.16,gangguan
67.6,54.97,0.27,98.78,normal
145.44,26.86,0.82,99.52,normal
89.89,9.72,0.21,99.44,normal
50.32,19.7,0.83,99.47,normal
87.09,11.72,0.75,99.77,normal
106.62,55.78,0.63,99.79,normal
64.64,61.19,0.25,99.05,normal
78.8,41.15,0.95,99.12,normal
149.75,58.01,1.07,99.32,normal
22.6,208.6,13.61,90.07,gangguan
47.41,10.69,0.51,99.67,normal
143.47,25.41,0.9,99.65,normal
123.07,40.81,0.77,98.99,normal
49.61,27.34,0.75,99.38,normal
54.69,27.04,0.45,98.85,normal
140.49,7.5,0.69,99.62,normal
15.13,119.51,1.51,98.66,gangguan
9.72,179.33,2.32,98.88,gangguan
144.57,12.78,0.88,99.38,normal
44.44,15.77,1.01,99.58,normal
87.04,144.53,2.29,98.13,gangguan
50.25,16.06,0.38,98.54,normal
91.45,13.28,0.51,99.81,normal
69.2,31.44,0.65,99.2,normal
111.48,27.03,0.31,98.84,normal
37.32,8.01,0.79,99.2,normal
101.07,49.83,0.99,99.87,normal
127.18,35.46,0.58,98.56,normal
77.44,44.02,0.54,98.99,normal
61.13,33.67,1.19,99.94,normal
54.59,25.1,0.77,99.35,normal
12.33,181.11,7.53,92.39,gangguan
100.52,57.82,1.08,99.4,normal
88.69,34.59,0.83,99.69,normal
135.26,36.32,0.57,98.78,normal
75.17,10.62,0.27,99.51,normal
16.73,107.96,2.34,97.57,gangguan
85.46,46.19,0.5,98.83,normal
117.93,59.27,0.42,99.09,normal
130.54,3.43,0.76,99.04,normal
134.9,40.08,0.29,99.58,normal
100.2,13.82,0.06,98.57,normal
50.24,5.34,0.57,98.67,normal
123.95,46.66,0.1,99.37,normal
88.79,35.56,0.44,98.79,normal
121.95,55.43,0.86,98.77,normal
15.95,127.7,1.5,97.05,gangguan
131.71,42.61,1.09,98.69,normal
28.95,174.61,3.65,97.02,gangguan
27.28,123.7,3.89,98.96,gangguan
82.08,15.87,0.1,99.98,normal
34.11,36.45,0.03,99.65,normal
