bandwidth,latency,packet_loss,uptime,label
40.98,56.37,1.14,97.88,normal
96.7,122.24,4.26,86.36,gangguan
118.28,130.65,7.15,91.06,gangguan
145.46,292.13,2.49,89.07,normal
15.33,213.18,6.75,99.18,normal
128.76,162.78,4.58,87.05,normal
110.81,214.03,1.36,95.6,normal
45.53,65.85,0.24,98.5,gangguan
38.88,37.21,6.16,99.72,gangguan
89.01,179.16,7.93,99.91,gangguan
73.09,266.57,7.24,87.47,gangguan
32.48,18.23,0.99,95.04,normal
44.78,238.03,7.63,99.09,gangguan
42.57,31.56,4.23,90.51,gangguan
59.67,159.17,1.31,91.87,normal
87.46,158.31,0.82,97.51,normal
60.25,151.6,3.54,89.98,normal
70.28,130.72,3.71,85.34,normal
83.14,82.83,2.19,99.56,normal
20.53,75.17,4.96,96.85,gangguan
12.17,21.07,1.03,93.58,normal
76.88,46.65,1.53,87.31,normal
67.78,247.78,0.11,92.23,gangguan
55.64,261.82,6.25,91.96,normal
120.47,235.11,2.22,99.81,gangguan
93.43,292.93,2.36,93.3,normal
137.72,76.61,5.26,99.23,normal
26.97,68.96,7.28,97.78,gangguan
87.02,115.31,2.44,85.59,normal
148.21,176.54,0.17,92.12,normal
74.75,177.89,6.83,91.18,normal
62.37,243.43,4.15,96.98,gangguan
23.02,202.94,0.76,93.39,normal
11.52,138.56,2.54,91.37,gangguan
40.69,298.8,3.87,94.34,normal
115.4,57.6,4.31,85.21,normal
43.39,294.94,1.99,98.22,gangguan
66.74,174.47,1.33,89.56,normal
59.05,101.68,3.68,98.72,normal
59.6,86.24,0.17,93.21,normal
144.46,213.41,1.96,97.38,normal
53.71,166.74,4.1,99.76,normal
30.75,275.8,5.63,94.31,normal
102.85,147.93,1.21,86.89,normal
85.64,115.1,0.01,85.4,normal
80.22,99.35,5.83,95.69,normal
128.2,163.98,0.46,99.96,normal
92.52,144.83,7.7,94.28,normal
35.94,109.1,5.09,92.44,normal
43.71,190.08,0.37,95.02,normal
141.67,7.69,4.12,95.38,normal
115.13,288.94,3.61,93.05,normal
39.65,269.1,0.33,90.74,gangguan
72.5,123.55,0.48,90.7,normal
112.28,143.53,7.36,97.88,normal
122.51,243.25,6.43,85.83,normal
10.5,170.79,4.67,86.75,gangguan
31.06,48.84,1.53,89.44,normal
28.44,295.26,1.99,92.1,gangguan
108.28,277.0,3.23,99.8,normal
60.25,162.82,1.25,89.04,normal
133.57,194.1,4.29,85.71,gangguan
8.27,63.34,2.07,94.29,normal
29.14,26.79,1.44,99.4,normal
106.66,71.59,3.22,88.93,normal
105.78,127.1,5.93,95.9,gangguan
116.34,209.22,1.69,86.59,gangguan
9.17,88.15,7.37,87.47,gangguan
38.15,255.87,4.09,93.39,gangguan
112.4,198.34,1.3,85.47,normal
91.77,38.72,6.0,93.23,normal
32.14,49.71,0.49,88.4,normal
62.7,105.03,6.97,94.98,normal
84.88,251.67,2.59,92.68,normal
92.99,43.25,1.14,94.27,gangguan
19.38,99.37,5.68,94.93,normal
20.38,63.43,0.43,92.54,normal
92.47,29.19,7.94,92.44,normal
44.14,175.36,1.63,89.33,normal
87.81,68.37,4.98,93.61,normal
43.32,188.22,4.1,98.32,normal
25.5,279.76,7.69,93.58,gangguan
14.92,61.5,7.41,98.88,normal
65.73,98.52,2.6,96.01,normal
58.84,216.4,3.96,95.37,normal
95.07,7.44,4.95,98.71,normal
54.2,66.9,0.35,99.74,normal
77.0,280.63,4.61,87.32,gangguan
61.6,108.9,1.87,99.49,gangguan
102.72,104.25,1.96,89.41,gangguan
117.59,189.34,6.11,92.86,gangguan
68.94,68.17,0.94,95.05,gangguan
99.86,243.38,7.69,88.73,gangguan
36.27,234.93,7.0,86.43,gangguan
76.7,49.89,2.04,92.69,normal
23.36,138.78,2.92,93.89,normal
58.58,56.34,2.17,95.32,normal
13.3,5.08,6.75,94.01,gangguan
84.17,125.41,0.58,90.44,normal
144.42,231.67,2.48,95.54,normal
12.74,25.88,7.12,97.51,normal
54.64,148.93,6.68,91.43,normal
17.02,122.73,1.26,97.17,gangguan
62.63,225.94,4.26,89.58,gangguan
129.1,12.86,7.73,94.46,gangguan
128.11,160.45,7.46,97.2,normal
115.06,119.37,0.09,88.94,normal
16.88,23.87,1.9,90.27,normal
32.04,153.83,6.51,95.72,normal
29.47,139.36,6.84,94.32,normal
16.45,247.23,6.61,92.09,gangguan
84.45,161.69,4.5,85.14,gangguan
57.34,183.16,0.7,95.05,normal
34.32,290.58,7.2,91.28,gangguan
21.77,247.61,7.63,99.62,normal
126.12,216.89,0.33,94.9,normal
106.16,150.84,6.57,93.77,normal
37.81,87.82,7.46,99.61,gangguan
106.01,214.97,5.71,85.89,normal
148.98,275.0,4.95,98.36,gangguan
122.86,230.62,5.84,91.18,gangguan
67.04,287.46,7.65,99.92,normal
13.01,297.85,6.77,90.94,gangguan
135.72,13.99,0.49,92.28,normal
98.58,125.98,7.0,90.14,normal
23.76,183.62,7.64,88.07,gangguan
125.22,90.52,5.85,98.9,normal
21.42,212.98,6.48,98.17,gangguan
101.63,257.12,1.83,94.99,normal
45.37,236.15,3.79,99.07,normal
60.49,87.04,0.43,89.83,normal
140.26,59.03,4.25,88.15,gangguan
125.07,203.34,6.15,90.21,normal
75.83,274.21,2.49,91.34,normal
51.63,214.78,3.11,97.4,normal
63.17,293.95,7.2,96.28,normal
52.7,105.64,3.33,91.96,gangguan
78.92,16.82,2.84,96.57,normal
24.06,136.75,7.87,88.61,normal
26.54,257.98,7.74,96.6,normal
71.62,195.19,4.54,87.0,normal
100.49,189.25,7.98,86.47,gangguan
17.46,128.4,7.85,87.92,normal
91.5,40.11,1.83,95.55,normal
69.19,197.57,3.78,95.05,normal
122.43,224.8,6.88,97.12,normal
113.48,75.22,7.75,86.89,gangguan
148.14,241.17,3.81,99.96,normal
106.92,193.48,0.53,87.01,normal
143.7,75.15,7.85,91.29,normal
114.06,157.46,2.65,85.71,normal
109.54,289.92,7.26,91.04,gangguan
130.0,103.9,7.49,85.41,gangguan
149.63,273.87,4.92,92.06,normal
139.63,241.25,3.56,93.7,normal
34.55,74.18,4.3,93.07,normal
69.53,160.13,0.8,97.6,normal
36.32,273.83,4.89,85.56,gangguan
30.51,139.01,6.75,93.07,normal
50.93,45.58,1.52,92.66,gangguan
111.08,44.0,0.91,89.84,normal
55.02,258.18,5.23,88.41,normal
91.61,12.51,4.17,87.76,gangguan
34.04,151.36,1.05,97.6,normal
61.81,288.86,2.54,91.63,gangguan
6.58,204.69,1.98,98.79,gangguan
61.65,234.04,4.47,85.23,normal
10.08,211.5,2.6,98.52,gangguan
133.81,104.76,6.2,96.31,normal
143.0,51.37,2.4,89.08,normal
10.81,67.98,0.95,97.6,normal
85.06,109.67,0.56,88.67,normal
38.05,13.94,6.3,87.33,normal
58.15,178.38,7.52,94.82,normal
10.74,245.25,6.72,95.83,gangguan
26.67,32.21,6.79,93.49,normal
54.33,256.1,4.32,89.08,gangguan
63.18,211.1,0.39,90.98,normal
128.93,261.31,5.29,85.08,normal
43.99,35.42,3.62,86.8,gangguan
142.18,210.95,2.49,97.43,normal
23.7,148.04,5.84,96.22,gangguan
124.28,282.43,7.99,86.49,gangguan
79.89,197.84,2.58,98.04,normal
76.82,60.25,3.77,89.98,normal
117.49,265.09,2.5,89.96,normal
79.06,267.78,4.82,85.79,gangguan
7.43,146.98,1.77,85.06,gangguan
58.34,183.99,3.7,95.59,normal
124.91,268.65,6.1,88.62,normal
44.03,152.93,5.66,94.64,normal
130.75,47.09,3.53,99.69,normal
108.57,8.44,0.36,99.15,normal
93.43,145.21,5.91,86.18,gangguan
90.65,51.83,1.8,99.74,normal
130.71,229.33,2.76,92.9,gangguan
106.91,28.09,1.53,86.71,gangguan
84.38,11.69,0.84,92.0,normal
52.89,216.76,2.34,88.16,normal
117.14,206.41,4.8,96.69,normal
46.01,206.9,0.91,85.69,gangguan
92.87,236.79,1.23,96.18,normal
69.03,120.91,1.48,89.4,normal
27.73,228.57,2.64,91.24,normal
24.05,102.06,1.38,95.75,gangguan
81.64,292.51,4.34,96.39,normal
110.91,258.01,0.03,87.39,normal
53.64,195.53,5.12,91.45,gangguan
12.69,20.23,4.65,85.42,gangguan
17.77,86.83,1.42,95.52,normal
43.49,241.07,5.53,85.21,normal
46.3,213.07,3.91,85.45,normal
111.51,189.57,1.91,89.44,gangguan
43.26,99.36,0.33,85.28,normal
24.38,275.0,0.77,86.6,normal
123.35,152.8,5.55,94.57,normal
6.2,244.42,2.92,92.75,gangguan
42.67,241.26,2.91,92.17,gangguan
102.35,259.82,5.59,94.81,normal
33.5,158.89,1.34,85.01,normal
126.9,252.85,1.6,86.85,normal
12.67,229.53,2.41,98.54,normal
27.67,113.17,3.51,97.99,normal
35.11,102.68,7.36,87.9,gangguan
72.51,148.41,3.86,92.21,normal
139.05,15.66,0.66,93.29,gangguan
68.23,167.3,1.09,92.36,normal
76.49,146.33,5.92,94.51,normal
32.21,40.97,0.01,86.77,normal
56.82,270.66,3.65,85.48,normal
133.21,139.23,7.01,85.26,gangguan
31.88,195.53,7.71,87.11,gangguan
46.31,120.34,2.95,93.2,normal
17.98,149.47,4.72,87.63,gangguan
22.81,265.77,6.64,90.65,gangguan
43.85,250.27,1.78,95.65,gangguan
90.44,74.35,0.22,86.55,normal
111.97,76.12,0.11,95.11,normal
8.18,225.42,1.82,97.88,normal
128.04,76.75,3.16,87.6,normal
147.67,167.98,6.62,96.55,gangguan
29.98,117.8,5.45,87.11,gangguan
26.46,38.52,1.04,86.84,normal
141.8,143.35,1.18,85.83,gangguan
66.51,144.87,1.84,85.41,normal
13.16,131.31,6.25,96.2,normal
59.49,37.33,0.6,97.81,normal
82.72,255.86,6.64,90.51,gangguan
132.99,129.82,4.31,97.28,gangguan
25.59,191.27,4.05,88.92,gangguan
84.52,131.48,4.56,88.25,gangguan
41.24,287.68,5.36,87.03,normal
86.57,69.33,0.91,88.79,normal
93.74,225.75,3.49,86.53,gangguan
118.28,195.42,5.39,88.08,normal
51.73,277.1,7.57,90.72,normal
118.52,70.07,7.05,90.71,normal
98.78,94.64,6.61,93.87,normal
42.95,117.85,6.62,87.64,normal
98.91,164.65,5.68,92.53,normal
20.27,139.27,3.08,85.81,normal
82.2,70.48,7.85,90.6,normal
134.56,126.25,0.71,87.21,normal
142.83,258.04,2.73,86.14,normal
118.65,274.23,6.69,95.04,gangguan
66.13,90.72,2.64,89.74,normal
23.34,83.26,7.49,97.14,normal
129.48,40.12,5.61,91.84,gangguan
29.96,128.25,3.77,85.71,normal
67.5,50.0,6.7,90.4,normal
145.04,204.95,6.48,98.69,gangguan
28.47,6.54,1.38,96.06,normal
82.1,258.2,4.29,89.4,normal
110.14,150.01,0.19,99.93,normal
43.67,68.09,3.75,94.33,normal
24.85,94.6,5.38,97.62,normal
90.59,271.95,6.2,96.99,gangguan
12.82,106.02,2.18,97.67,normal
29.01,6.2,6.15,85.02,normal
15.78,165.12,0.8,90.12,normal
37.89,201.96,7.01,94.37,normal
14.49,50.84,6.37,88.97,gangguan
49.75,287.06,6.8,88.37,normal
126.74,263.54,3.29,86.08,normal
73.64,6.45,6.81,93.87,normal
139.03,83.91,4.01,90.4,normal
129.29,262.62,2.01,96.63,normal
141.35,16.87,7.49,97.71,normal
98.53,162.92,5.79,90.24,gangguan
99.02,30.96,1.02,98.79,normal
73.51,56.47,0.31,89.76,normal
79.95,115.46,0.06,94.21,normal
81.53,254.57,7.26,85.86,gangguan
57.39,37.87,1.55,93.21,normal
149.91,174.28,0.5,98.64,normal
51.41,9.04,1.82,94.26,normal
59.23,260.69,2.53,85.67,gangguan
63.65,139.55,2.66,86.04,gangguan
91.47,20.32,1.01,94.73,normal
135.85,73.54,6.69,91.04,gangguan
75.5,88.25,6.74,98.05,normal
120.05,249.22,7.69,88.93,normal
39.89,178.8,7.68,94.3,normal
61.16,224.86,7.37,89.49,normal
64.01,247.69,5.18,90.88,normal
48.4,48.67,7.41,86.15,gangguan
38.99,110.51,6.0,89.14,gangguan
98.47,286.48,0.28,92.97,gangguan
88.68,253.09,7.31,93.32,normal
148.92,220.98,2.28,96.45,normal
33.32,117.46,3.62,94.94,normal
126.7,181.86,7.23,90.2,gangguan
124.51,112.42,2.05,90.67,normal
108.21,206.57,2.91,86.45,gangguan
51.6,214.51,6.06,92.29,normal
41.81,94.67,4.72,93.35,normal
39.14,292.71,6.79,95.23,normal
24.91,61.47,5.66,86.03,normal
111.59,174.67,0.1,86.0,gangguan
16.63,120.04,7.38,99.05,normal
19.08,60.2,2.81,93.84,normal
37.43,155.47,0.81,85.9,normal
18.4,202.52,4.24,91.68,normal
12.43,126.62,2.01,93.67,gangguan
81.98,39.09,0.05,97.16,normal
90.14,207.99,0.65,89.71,normal
38.57,259.76,0.78,97.16,normal
44.1,264.96,7.18,89.31,normal
78.07,224.01,3.0,92.85,normal
94.33,20.05,0.06,99.95,normal
8.98,39.45,3.69,93.83,normal
42.12,130.23,7.4,96.61,gangguan
98.41,272.23,7.21,93.05,gangguan
32.6,69.4,0.55,85.49,normal
116.89,126.56,5.62,90.14,gangguan
142.68,171.37,0.0,89.94,normal
35.05,199.87,6.92,98.79,gangguan
89.04,15.83,2.88,98.03,normal
66.95,115.95,2.68,93.26,normal
142.58,160.14,2.05,93.15,normal
51.81,293.89,0.96,99.48,normal
88.27,135.56,7.1,86.59,normal
36.4,145.87,0.28,92.8,gangguan
30.29,217.39,4.91,90.97,gangguan
92.08,44.6,5.72,86.85,normal
138.47,198.55,2.91,98.8,normal
137.88,286.16,6.36,86.72,normal
81.12,224.24,1.54,98.9,normal
131.15,72.02,4.25,86.87,gangguan
84.51,59.83,2.82,89.92,normal
128.04,238.91,1.33,99.7,normal
105.11,29.19,7.2,90.24,normal
142.3,283.33,6.68,96.19,normal
25.51,51.7,2.38,97.91,normal
42.55,288.9,5.78,97.26,gangguan
133.07,113.28,2.99,91.43,normal
130.37,63.53,2.86,93.75,normal
80.57,251.33,0.96,96.55,normal
104.71,37.53,6.74,96.39,normal
58.01,191.48,1.31,89.33,gangguan
36.93,86.85,3.34,88.09,normal
85.57,98.39,0.42,85.19,gangguan
94.87,234.41,7.79,93.05,normal
97.55,299.56,0.74,91.18,gangguan
16.58,205.44,0.8,89.94,normal
149.99,67.72,1.81,91.19,normal
48.68,290.36,0.19,89.95,normal
9.72,149.18,6.16,85.06,gangguan
77.74,238.45,6.45,85.04,normal
21.31,267.97,6.74,88.9,gangguan
7.98,208.96,1.43,99.73,normal
129.4,47.91,2.09,98.98,normal
91.62,223.18,3.38,91.68,gangguan
14.66,169.92,0.04,94.87,gangguan
9.46,45.67,7.56,86.79,normal
73.05,113.24,4.4,90.56,normal
46.75,221.66,1.8,94.05,normal
107.57,26.59,1.08,87.33,normal
102.01,189.19,3.33,98.37,gangguan
142.22,256.06,7.25,88.25,normal
21.86,68.03,1.61,98.57,normal
78.12,39.86,6.49,86.2,normal
92.89,73.21,3.56,94.42,normal
22.52,86.43,7.52,97.65,normal
146.88,256.03,1.09,93.25,gangguan
75.01,161.47,3.62,93.17,normal
111.18,71.47,7.75,96.14,normal
59.33,37.57,2.19,92.27,normal
122.22,114.1,1.82,95.35,normal
111.41,239.16,6.06,87.73,gangguan
30.96,91.15,0.93,87.63,normal
133.0,172.74,3.95,99.28,normal
116.93,112.57,2.24,95.56,gangguan
62.35,121.75,5.54,94.53,gangguan
145.72,168.19,0.28,87.08,normal
122.66,291.57,7.1,90.49,normal
139.87,65.95,0.37,85.85,normal
114.99,117.95,3.18,98.54,gangguan
46.33,117.91,6.54,96.18,normal
139.87,8.16,3.29,99.58,normal
22.08,186.99,4.28,88.11,normal
70.97,125.19,5.01,97.69,normal
132.51,65.76,5.6,86.96,normal
29.14,108.78,0.28,87.09,normal
130.29,40.95,7.23,87.44,normal
129.37,190.5,0.88,93.57,normal
34.48,275.23,1.49,98.12,normal
48.88,11.14,7.81,94.85,normal
109.14,219.89,7.61,97.41,normal
44.03,253.23,1.84,94.7,gangguan
71.48,256.92,2.11,86.26,normal
74.18,42.61,6.25,93.91,gangguan
67.35,46.08,6.31,88.7,normal
62.31,156.41,6.09,96.47,normal
61.44,48.44,3.4,96.08,normal
14.11,243.22,3.81,90.1,gangguan
63.51,177.78,0.78,95.21,normal
97.65,102.21,0.45,94.25,normal
96.57,218.95,1.05,92.41,gangguan
11.68,239.69,2.33,88.04,gangguan
52.05,254.52,3.39,91.73,normal
9.43,142.24,4.18,87.36,gangguan
77.95,282.24,2.67,97.91,normal
61.85,48.77,1.33,93.24,normal
66.92,236.65,6.02,85.81,gangguan
70.95,70.06,5.72,92.14,gangguan
85.77,27.15,3.93,96.67,normal
74.26,230.11,4.62,96.47,normal
109.96,233.38,6.1,87.89,gangguan
39.72,205.72,6.02,88.55,gangguan
92.98,81.24,6.88,91.49,normal
108.81,198.87,6.63,94.64,normal
67.55,237.35,1.85,97.53,normal
52.2,129.54,2.8,97.38,normal
67.07,56.08,2.91,97.57,normal
62.75,187.1,3.02,96.41,normal
145.86,267.16,1.88,92.59,normal
14.36,69.73,1.72,95.22,gangguan
102.11,240.18,4.5,91.03,normal
138.46,172.6,3.74,89.29,gangguan
121.38,98.17,3.13,94.48,normal
11.45,164.9,2.7,91.05,gangguan
90.07,113.0,0.71,95.71,normal
34.15,10.87,4.48,98.58,gangguan
28.07,130.29,5.46,85.11,gangguan
10.08,287.92,4.88,99.07,gangguan
143.46,219.4,0.2,95.79,normal
95.06,187.34,2.65,91.0,normal
138.4,174.23,5.99,87.72,normal
32.94,295.35,2.02,95.84,normal
116.83,185.3,6.95,88.51,normal
40.77,38.61,3.85,87.59,gangguan
42.95,71.69,2.58,97.85,normal
26.58,208.88,6.79,98.35,normal
11.8,147.08,3.63,93.06,normal
73.83,239.23,7.65,89.9,gangguan
119.62,173.35,5.8,92.0,normal
49.03,274.98,1.11,99.65,normal
63.14,87.74,1.46,93.03,normal
8.01,125.26,4.49,86.96,normal
16.71,235.21,6.39,90.89,gangguan
146.91,152.86,3.69,86.86,normal
14.11,240.28,7.02,98.5,gangguan
59.23,109.51,0.92,92.89,normal
32.53,33.59,6.63,99.14,gangguan
106.14,292.24,5.26,92.13,normal
104.16,266.64,6.46,97.2,normal
53.6,114.74,5.27,91.62,gangguan
116.86,225.27,1.87,88.89,normal
114.1,227.21,5.59,97.47,gangguan
8.64,152.82,7.07,87.82,gangguan
132.21,66.83,0.39,97.66,normal
11.15,52.76,1.73,96.92,gangguan
148.0,7.55,1.6,92.97,normal
28.59,131.59,6.15,89.29,normal
66.88,184.27,2.22,91.22,gangguan
134.56,86.62,6.0,92.63,normal
16.94,258.12,0.58,88.68,normal
116.6,200.48,7.64,85.06,gangguan
70.4,173.44,2.29,99.7,normal
45.56,275.04,6.96,89.69,gangguan
34.78,244.89,1.64,99.85,gangguan
57.43,264.93,6.34,94.57,gangguan
82.52,5.78,2.38,89.21,normal
104.69,88.16,7.03,89.3,normal
63.2,247.73,6.42,93.69,gangguan
13.6,62.79,3.81,92.78,normal
96.48,46.9,3.42,90.83,normal
142.07,287.98,4.76,94.01,gangguan
28.18,263.51,6.85,89.03,normal
89.57,266.62,1.56,97.17,normal
67.06,164.16,3.74,93.99,normal
131.83,96.35,6.58,92.17,normal
38.21,69.29,6.46,99.08,normal
52.29,35.76,7.43,90.67,normal
14.48,253.68,0.15,85.73,normal
144.55,229.7,5.34,85.02,gangguan
22.8,76.7,4.77,90.17,normal
29.42,43.59,5.34,95.21,normal
114.99,91.31,2.38,86.91,gangguan
109.4,115.84,4.15,85.27,normal
35.72,78.2,5.11,93.7,normal
99.11,262.24,2.86,90.2,gangguan
40.43,22.65,2.76,87.58,gangguan
81.39,259.72,7.61,92.46,gangguan
101.79,33.81,5.0,92.0,normal
127.68,227.73,5.51,86.15,normal
68.83,53.86,4.15,94.45,normal
74.45,258.55,2.2,98.65,normal
28.94,281.13,6.69,94.48,gangguan
132.29,36.64,6.71,87.54,normal
109.45,155.67,7.13,99.13,normal
101.09,104.39,2.91,94.75,gangguan
109.29,226.53,4.88,94.99,gangguan
117.06,21.75,1.36,89.97,normal
58.09,20.16,5.83,88.65,gangguan
124.46,204.6,6.76,89.57,normal
40.11,74.82,7.27,98.81,gangguan
69.77,10.76,4.25,93.86,normal
13.98,23.59,2.16,95.04,normal
110.73,225.29,7.65,93.46,gangguan
63.07,31.64,7.22,97.48,normal
125.88,272.7,4.64,88.64,normal
83.66,242.33,7.13,85.4,normal
34.63,186.9,2.65,97.49,normal
68.14,11.19,1.2,98.28,normal
12.69,60.85,0.71,98.79,normal
148.79,151.59,2.68,90.84,normal
76.84,17.39,7.53,90.12,gangguan
60.84,125.39,6.06,96.07,normal
6.89,136.77,3.86,91.26,gangguan
43.38,69.26,2.22,86.61,normal
149.15,42.72,6.74,97.78,gangguan
57.32,79.32,6.4,98.29,normal
35.99,72.03,2.92,93.54,normal
55.77,200.01,2.05,90.12,gangguan
34.08,60.68,0.2,85.08,normal
141.75,219.51,5.77,95.84,normal
106.85,24.01,6.96,92.32,normal
39.57,126.78,1.34,96.12,normal
132.42,51.91,7.43,89.88,normal
143.46,9.03,0.25,96.09,normal
37.8,222.34,7.38,85.87,gangguan
80.68,293.09,5.98,89.93,normal
69.44,164.12,5.6,98.81,gangguan
95.81,287.37,0.18,97.7,gangguan
56.86,101.56,4.04,85.02,gangguan
47.1,83.19,6.02,98.71,normal
11.89,232.88,4.59,91.37,gangguan
80.75,144.78,1.32,96.96,normal
6.36,29.43,1.97,96.89,gangguan
32.07,113.24,2.54,95.89,normal
133.7,224.48,1.06,98.17,gangguan
26.89,14.72,0.36,86.55,normal
148.63,191.07,4.48,85.1,gangguan
9.26,261.13,2.99,86.51,gangguan
86.26,176.85,1.89,90.82,gangguan
84.39,9.34,2.63,87.14,normal
70.8,25.23,2.18,99.5,normal
112.64,253.47,4.88,92.34,normal
124.91,122.73,0.49,90.49,normal
132.48,175.55,2.67,93.44,normal
144.48,199.38,4.55,86.25,normal
139.15,114.79,5.51,97.5,normal
111.3,193.8,5.01,88.94,gangguan
137.23,141.33,6.06,96.94,normal
142.69,218.31,2.15,90.9,normal
38.2,202.51,2.22,95.03,normal
131.7,49.9,3.8,89.97,normal
149.68,128.1,6.52,88.05,gangguan
49.07,173.0,7.48,87.8,gangguan
80.39,280.48,6.0,94.45,normal
111.55,282.75,5.19,92.59,normal
46.82,38.6,1.02,98.73,gangguan
92.74,216.82,1.59,96.22,normal
127.67,183.75,7.61,85.79,normal
146.29,53.15,4.29,96.18,normal
59.51,74.91,2.24,92.25,normal
35.56,36.38,3.17,92.84,normal
9.31,29.91,3.16,88.86,gangguan
51.96,141.03,7.2,92.91,normal
12.31,285.63,6.73,85.13,gangguan
74.04,49.07,2.0,90.33,normal
40.8,100.29,2.54,90.3,normal
113.49,89.93,6.97,94.11,normal
10.32,268.8,3.14,90.12,normal
96.47,82.21,5.99,86.55,normal
141.4,114.73,6.59,86.93,normal
69.34,117.18,7.02,88.86,gangguan
36.58,12.56,3.36,85.11,normal
38.7,165.3,1.74,89.84,gangguan
78.45,28.05,4.35,97.12,normal
47.88,297.57,1.45,93.07,gangguan
101.92,185.34,7.92,98.24,normal
136.31,293.7,5.1,90.02,gangguan
56.03,227.37,4.46,94.57,gangguan
135.87,62.96,0.71,98.8,normal
56.03,53.23,0.15,98.16,gangguan
11.14,186.36,7.42,99.75,normal
147.93,291.56,0.04,88.1,normal
132.36,284.16,7.89,87.66,gangguan
88.76,284.05,5.28,91.22,gangguan
74.17,231.14,6.15,99.59,normal
70.22,67.75,2.63,88.19,normal
116.64,113.38,2.36,96.28,normal
141.66,12.25,0.43,93.25,normal
115.38,112.81,1.66,99.59,normal
52.67,183.33,0.34,92.42,normal
73.72,277.02,1.56,97.73,normal
137.03,216.16,2.3,99.96,normal
108.16,235.82,5.98,98.73,normal
113.24,20.04,0.31,89.3,normal
124.42,5.95,1.11,92.34,normal
100.15,75.08,7.41,98.6,normal
83.12,55.16,3.48,97.08,normal
107.3,71.18,3.42,98.46,normal
35.61,181.01,4.01,94.1,normal
93.8,113.12,7.42,92.82,gangguan
86.73,204.26,3.56,87.15,gangguan
101.98,75.98,5.93,91.69,normal
60.67,213.33,6.43,92.36,normal
143.58,168.18,6.0,90.95,normal
122.09,78.68,1.8,95.9,normal
23.29,157.67,6.23,95.64,normal
60.06,102.84,0.77,85.93,normal
63.64,232.96,5.91,91.18,normal
85.19,72.63,6.34,92.48,gangguan
107.4,22.24,2.49,96.93,normal
109.02,31.67,7.38,86.6,normal
47.53,19.21,0.83,86.36,gangguan
29.34,255.03,4.61,86.14,gangguan
34.33,35.95,2.86,93.06,normal
21.31,50.54,6.05,95.11,normal
14.99,16.75,1.62,86.09,gangguan
122.26,79.95,0.03,93.74,normal
79.4,55.0,1.79,91.96,normal
85.55,239.63,3.47,91.5,normal
16.94,263.31,5.88,89.03,gangguan
75.97,236.42,5.32,96.07,gangguan
39.43,104.68,3.32,87.27,normal
73.53,63.37,7.36,86.84,normal
10.65,193.59,1.86,87.47,normal
125.97,174.37,7.15,93.91,normal
132.34,185.68,5.34,92.8,gangguan
114.55,170.73,6.21,99.07,gangguan
147.6,112.54,3.17,95.87,gangguan
140.01,281.2,1.91,96.76,gangguan
61.94,121.09,4.22,90.47,normal
97.6,55.12,7.73,88.18,gangguan
136.95,18.81,7.22,85.04,gangguan
117.04,16.22,3.9,92.47,normal
10.94,193.28,1.03,85.04,gangguan
134.2,53.63,2.5,94.2,normal
48.04,107.15,0.69,95.72,normal
115.18,225.1,4.85,88.44,gangguan
71.72,180.63,5.8,91.73,normal
28.76,273.12,7.12,88.6,normal
119.67,277.13,4.98,92.91,gangguan
73.14,149.08,7.82,88.12,gangguan
63.51,77.87,6.0,89.54,normal
109.45,141.4,7.72,97.5,gangguan
124.77,17.61,5.49,93.12,normal
15.84,55.57,2.51,91.15,normal
103.7,81.06,6.7,88.99,normal
103.65,129.07,5.6,93.76,normal
78.66,176.79,1.75,87.15,normal
89.75,82.51,4.6,99.91,gangguan
30.91,50.45,5.81,94.72,normal
129.77,76.82,4.93,85.85,normal
74.06,85.82,0.84,85.5,normal
87.34,256.22,2.14,98.74,normal
6.32,150.37,1.15,99.58,normal
113.94,199.4,7.33,89.2,gangguan
68.07,216.18,0.15,97.55,normal
128.16,165.48,7.83,85.22,gangguan
142.78,237.54,6.04,91.75,gangguan
25.81,142.23,2.96,96.17,normal
97.62,291.85,3.13,86.13,gangguan
143.48,291.78,7.59,92.0,normal
108.75,63.61,7.46,90.32,gangguan
41.89,256.73,1.13,90.45,normal
16.9,15.58,1.33,88.05,gangguan
11.58,46.94,6.75,93.09,gangguan
22.98,286.19,1.31,88.86,normal
51.67,188.45,1.05,99.57,normal
68.41,78.97,3.93,92.89,normal
101.45,184.35,0.29,87.21,normal
34.61,125.18,2.87,93.7,gangguan
8.26,241.71,1.74,94.39,normal
96.97,160.07,2.46,87.62,normal
117.68,185.72,2.71,90.52,gangguan
93.46,114.0,6.67,88.05,normal
50.24,223.42,2.36,91.36,normal
115.16,20.55,3.9,99.31,normal
74.06,171.67,1.79,98.94,normal
87.1,132.32,0.14,91.42,normal
67.58,135.7,0.89,97.33,normal
138.65,194.99,4.45,91.69,normal
62.87,155.83,2.08,85.57,gangguan
42.12,211.26,3.06,94.39,gangguan
116.89,218.13,1.5,99.88,normal
132.55,290.49,7.65,96.6,normal
98.5,281.0,1.47,91.65,normal
104.54,284.65,0.18,95.53,gangguan
103.36,207.96,3.93,99.65,normal
60.88,39.27,0.56,95.09,normal
133.09,156.26,0.46,92.5,normal
101.44,153.8,1.96,87.5,gangguan
80.11,117.47,0.1,87.88,normal
20.45,15.82,6.63,98.49,normal
94.91,197.5,6.54,91.57,gangguan
